Country,Name,Value
South Sudan,Titanium,0
South Sudan,Tungsten,0
South Sudan,Uranium,0
South Sudan,Vanadium,0
South Sudan,Vermiculite,0
South Sudan,Zinc,0
South Sudan,Zircon,0
Tunisia,Aluminium,0
Tunisia,Arsenic,0
Tunisia,Baryte,11100
Tunisia,Bauxite,0
Tunisia,Bentonite,0
Tunisia,Beryllium,0
Tunisia,Chromium,0
Tunisia,Cobalt,0
Tunisia,Coking Coal,0
Tunisia,Copper,0
Tunisia,Diam. (Gem),0
Tunisia,Diam. (Ind),0
Tunisia,Diatomite,0
Tunisia,Feldspar,0
Tunisia,Fluorspar,0
Tunisia,Gold,0
Tunisia,Graphite,0
Tunisia,Gypsum,908130
Tunisia,Iron,143900
Tunisia,Kaolin,0
Tunisia,Lead,0
Tunisia,Lithium,0
Tunisia,Magnesite,0
Tunisia,Manganese,0
Tunisia,Mercury,0
Tunisia,Nat. Gas,2240
Tunisia,Nickel,0
Tunisia,Niobium,0
Tunisia,Palladium,0
Tunisia,Perlite,0
Tunisia,Petroleum,2129640
Tunisia,Phosphates,1080700
Tunisia,Platinum,0
Tunisia,Rare Earths,0
Tunisia,Rhodium,0
Tunisia,Salt,1889614
Tunisia,Silver,0
Tunisia,Steam Coal,0
Tunisia,Sulfur,0
Tunisia,Talc,0
Tunisia,Tantalum,0
Tunisia,Tin,0
Tunisia,Titanium,0
Tunisia,Tungsten,0
Tunisia,Uranium,0
Tunisia,Vanadium,0
Tunisia,Vermiculite,0
Tunisia,Zinc,0
Tunisia,Zircon,0
